year,countyfips,statefips,hel8,wcount,pfuel,lnp,pgt,bt,till,gt
2010,55065,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55123,55,1,-4,2.806,*,*,*,*,*
2010,55065,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55023,55,1,-4,2.806,*,*,*,*,*
2010,55123,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55065,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55023,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55023,55,1,-4,2.806,*,*,*,*,*
2010,55123,55,1,-4,2.806,*,*,*,*,*
2010,55023,55,1,-4,2.806,*,*,*,*,*
2010,55065,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55103,55,1,-4,2.806,*,*,*,*,*
2010,55065,55,1,-4,2.806,*,*,*,*,*
2010,55023,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55111,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55103,55,1,-4,2.806,*,*,*,*,*
2010,55043,55,1,-4,2.806,*,*,*,*,*
2010,55049,55,1,-4,2.806,*,*,*,*,*
2010,55123,55,1,-4,2.806,*,*,*,*,*
2010,55023,55,1,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55045,55,1,-4,2.806,*,*,*,*,*
2010,55045,55,1,-4,2.806,*,*,*,*,*
2010,55045,55,1,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55045,55,1,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55045,55,1,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55021,55,0,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55055,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55025,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55045,55,1,-4,2.806,*,*,*,*,*
2010,55027,55,1,-4,2.806,*,*,*,*,*
2010,55105,55,0,-4,2.806,*,*,*,*,*
2010,55127,55,0,-4,2.806,*,*,*,*,*
2010,55059,55,0,-4,2.806,*,*,*,*,*
2010,55059,55,0,-4,2.806,*,*,*,*,*
2010,55059,55,0,-4,2.806,*,*,*,*,*
2010,55101,55,0,-4,2.806,*,*,*,*,*
2010,55101,55,0,-4,2.806,*,*,*,*,*
2010,55127,55,0,-4,2.806,*,*,*,*,*
2010,55131,55,0,-4,2.806,*,*,*,*,*
2010,55101,55,0,-4,2.806,*,*,*,*,*
2010,55127,55,0,-4,2.806,*,*,*,*,*
2010,55133,55,0,-4,2.806,*,*,*,*,*
2010,55059,55,0,-4,2.806,*,*,*,*,*
2010,55059,55,0,-4,2.806,*,*,*,*,*
2010,55133,55,0,-4,2.806,*,*,*,*,*
2010,55089,55,1,-4,2.806,*,*,*,*,*
2010,55133,55,0,-4,2.806,*,*,*,*,*
2010,56015,56,1,-1,2.8545556,*,*,*,*,*
2010,56015,56,1,-1,2.8545556,*,*,*,*,*
2010,56021,56,1,-1,2.8545556,*,*,*,*,*
2010,56015,56,1,-1,2.8545556,*,*,*,*,*
2010,56015,56,1,-1,2.8545556,*,*,*,*,*
2010,56021,56,1,-1,2.8545556,*,*,*,*,*
2011,1033,1,0,0,3.3478131,*,*,*,*,*
2011,1093,1,1,0,3.3478131,*,*,*,*,*
2011,1033,1,0,0,3.3478131,*,*,*,*,*
2011,1089,1,0,0,3.3478131,*,*,*,*,*
2011,1077,1,1,0,3.3478131,*,*,*,*,*
2011,1043,1,1,0,3.3478131,*,*,*,*,*
2011,1095,1,1,0,3.3478131,*,*,*,*,*
2011,1095,1,1,0,3.3478131,*,*,*,*,*
2011,1121,1,1,0,3.3478131,*,*,*,*,*
2011,1119,1,1,0,3.3478131,*,*,*,*,*
2011,1119,1,1,0,3.3478131,*,*,*,*,*
2011,1047,1,0,0,3.3478131,*,*,*,*,*
2011,1051,1,0,0,3.3478131,*,*,*,*,*
2011,1129,1,1,0,3.3478131,*,*,*,*,*
2011,1097,1,0,0,3.3478131,*,*,*,*,*
2011,1131,1,1,0,3.3478131,*,*,*,*,*
2011,1053,1,0,0,3.3478131,*,*,*,*,*
2011,1053,1,0,0,3.3478131,*,*,*,*,*
2011,1035,1,0,0,3.3478131,*,*,*,*,*
2011,1053,1,0,0,3.3478131,*,*,*,*,*
2011,1013,1,1,0,3.3478131,*,*,*,*,*
2011,1031,1,0,0,3.3478131,*,*,*,*,*
2011,1061,1,0,0,3.3478131,*,*,*,*,*
2011,5015,5,1,6,3.3478131,*,*,*,*,*
2011,5021,5,0,6,3.3478131,*,*,*,*,*
2011,5055,5,0,6,3.3478131,*,*,*,*,*
2011,5031,5,0,6,3.3478131,*,*,*,*,*
2011,5031,5,0,6,3.3478131,*,*,*,*,*
2011,5031,5,0,6,3.3478131,*,*,*,*,*
2011,5067,5,0,6,3.3478131,*,*,*,*,*
2011,5067,5,0,6,3.3478131,*,*,*,*,*
2011,5021,5,0,6,3.3478131,*,*,*,*,*
2011,5063,5,0,6,3.3478131,*,*,*,*,*
2011,5083,5,0,6,3.3478131,*,*,*,*,*
2011,5001,5,0,6,3.3478131,*,*,*,*,*
2011,5095,5,0,6,3.3478131,*,*,*,*,*
2011,5001,5,0,6,3.3478131,*,*,*,*,*
2011,5037,5,0,6,3.3478131,*,*,*,*,*
2011,5147,5,0,6,3.3478131,*,*,*,*,*
2011,5107,5,0,6,3.3478131,*,*,*,*,*
2011,5001,5,0,6,3.3478131,*,*,*,*,*
2011,5073,5,0,6,3.3478131,*,*,*,*,*
2011,5003,5,0,6,3.3478131,*,*,*,*,*
2011,5079,5,0,6,3.3478131,*,*,*,*,*
2011,5003,5,0,6,3.3478131,*,*,*,*,*
2011,6013,6,0,5,3.574955,*,*,*,*,*
2011,6067,6,0,5,3.574955,*,*,*,*,*
2011,6021,6,0,5,3.574955,*,*,*,*,*
2011,6021,6,0,5,3.574955,*,*,*,*,*
2011,6047,6,0,5,3.574955,*,*,*,*,*
2011,6019,6,0,5,3.574955,*,*,*,*,*
2011,6031,6,0,5,3.574955,*,*,*,*,*
2011,6031,6,0,5,3.574955,*,*,*,*,*
2011,6107,6,0,5,3.574955,*,*,*,*,*
2011,6019,6,0,5,3.574955,*,*,*,*,*
2011,6047,6,0,5,3.574955,*,*,*,*,*
2011,6099,6,0,5,3.574955,*,*,*,*,*
2011,6047,6,0,5,3.574955,*,*,*,*,*
2011,6107,6,0,5,3.574955,*,*,*,*,*
2011,6019,6,0,5,3.574955,*,*,*,*,*
2011,6019,6,0,5,3.574955,*,*,*,*,*
2011,6107,6,0,5,3.574955,*,*,*,*,*
2011,6077,6,0,5,3.574955,*,*,*,*,*
2011,6047,6,0,5,3.574955,*,*,*,*,*
2011,6047,6,0,5,3.574955,*,*,*,*,*
2011,6107,6,0,5,3.574955,*,*,*,*,*
2011,6099,6,0,5,3.574955,*,*,*,*,*
2011,8075,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8013,8,1,-2,3.4468546,*,*,*,*,*
2011,8013,8,1,-2,3.4468546,*,*,*,*,*
2011,8013,8,1,-2,3.4468546,*,*,*,*,*
2011,8075,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8069,8,1,-2,3.4468546,*,*,*,*,*
2011,8087,8,1,-2,3.4468546,*,*,*,*,*
2011,8069,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8115,8,1,-2,3.4468546,*,*,*,*,*
2011,8087,8,1,-2,3.4468546,*,*,*,*,*
2011,8123,8,1,-2,3.4468546,*,*,*,*,*
2011,8087,8,1,-2,3.4468546,*,*,*,*,*
2011,8095,8,1,-2,3.4468546,*,*,*,*,*
2011,8125,8,1,-2,3.4468546,*,*,*,*,*
2011,8073,8,1,-2,3.4468546,*,*,*,*,*
2011,8063,8,1,-2,3.4468546,*,*,*,*,*
2011,8063,8,1,-2,3.4468546,*,*,*,*,*
2011,8121,8,1,-2,3.4468546,*,*,*,*,*
2011,8095,8,1,-2,3.4468546,*,*,*,*,*
2011,8095,8,1,-2,3.4468546,*,*,*,*,*
2011,8095,8,1,-2,3.4468546,*,*,*,*,*
2011,8017,8,1,-2,3.4468546,*,*,*,*,*
2011,8121,8,1,-2,3.4468546,*,*,*,*,*
2011,8095,8,1,-2,3.4468546,*,*,*,*,*
2011,8073,8,1,-2,3.4468546,*,*,*,*,*
2011,8029,8,1,-2,3.4468546,*,*,*,*,*
2011,8085,8,0,-2,3.4468546,*,*,*,*,*
2011,8085,8,0,-2,3.4468546,*,*,*,*,*
2011,8083,8,0,-2,3.4468546,*,*,*,*,*
2011,8029,8,1,-2,3.4468546,*,*,*,*,*
2011,8025,8,1,-2,3.4468546,*,*,*,*,*
2011,8099,8,1,-2,3.4468546,*,*,*,*,*
2011,8009,8,1,-2,3.4468546,*,*,*,*,*
2011,8011,8,1,-2,3.4468546,*,*,*,*,*
2011,8099,8,1,-2,3.4468546,*,*,*,*,*
2011,8009,8,1,-2,3.4468546,*,*,*,*,*
2011,10003,10,0,0,3.4297671,*,*,*,*,*
2011,10001,10,0,0,3.4297671,*,*,*,*,*
2011,10005,10,0,0,3.4297671,*,*,*,*,*
2011,10005,10,0,0,3.4297671,*,*,*,*,*
2011,10005,10,0,0,3.4297671,*,*,*,*,*
2011,10005,10,0,0,3.4297671,*,*,*,*,*
2011,10005,10,0,0,3.4297671,*,*,*,*,*
2011,10005,10,0,0,3.4297671,*,*,*,*,*
2011,10005,10,0,0,3.4297671,*,*,*,*,*
2011,13015,13,1,1,3.4297671,*,*,*,*,*
2011,13187,13,1,1,3.4297671,*,*,*,*,*
2011,13139,13,1,1,3.4297671,*,*,*,*,*
2011,13119,13,1,1,3.4297671,*,*,*,*,*
2011,13091,13,0,1,3.4297671,*,*,*,*,*
2011,13031,13,0,1,3.4297671,*,*,*,*,*
2011,13163,13,0,1,3.4297671,*,*,*,*,*
2011,13163,13,0,1,3.4297671,*,*,*,*,*
2011,13031,13,0,1,3.4297671,*,*,*,*,*
2011,13107,13,0,1,3.4297671,*,*,*,*,*
2011,13099,13,0,1,3.4297671,*,*,*,*,*
2011,13201,13,0,1,3.4297671,*,*,*,*,*
2011,13037,13,0,1,3.4297671,*,*,*,*,*
2011,13243,13,0,1,3.4297671,*,*,*,*,*
2011,13201,13,0,1,3.4297671,*,*,*,*,*
2011,13095,13,0,1,3.4297671,*,*,*,*,*
2011,13099,13,0,1,3.4297671,*,*,*,*,*
2011,13273,13,0,1,3.4297671,*,*,*,*,*
2011,13131,13,0,1,3.4297671,*,*,*,*,*
2011,13273,13,0,1,3.4297671,*,*,*,*,*
2011,13037,13,0,1,3.4297671,*,*,*,*,*
2011,13273,13,0,1,3.4297671,*,*,*,*,*
2011,13099,13,0,1,3.4297671,*,*,*,*,*
2011,13037,13,0,1,3.4297671,*,*,*,*,*
2011,13243,13,0,1,3.4297671,*,*,*,*,*
2011,13037,13,0,1,3.4297671,*,*,*,*,*
2011,13037,13,0,1,3.4297671,*,*,*,*,*
2011,13075,13,0,1,3.4297671,*,*,*,*,*
2011,13065,13,0,1,3.4297671,*,*,*,*,*
2011,13093,13,0,1,3.4297671,*,*,*,*,*
2011,13315,13,0,1,3.4297671,*,*,*,*,*
2011,13019,13,0,1,3.4297671,*,*,*,*,*
2011,13093,13,0,1,3.4297671,*,*,*,*,*
2011,13267,13,0,1,3.4297671,*,*,*,*,*
2011,13305,13,0,1,3.4297671,*,*,*,*,*
2011,13229,13,0,1,3.4297671,*,*,*,*,*
2011,13229,13,0,1,3.4297671,*,*,*,*,*
2011,16027,16,0,-2,3.4468546,*,*,*,*,*
2011,16073,16,1,-2,3.4468546,*,*,*,*,*
2011,16045,16,0,-2,3.4468546,*,*,*,*,*
2011,16045,16,0,-2,3.4468546,*,*,*,*,*
2011,16001,16,0,-2,3.4468546,*,*,*,*,*
2011,16027,16,0,-2,3.4468546,*,*,*,*,*
2011,16073,16,1,-2,3.4468546,*,*,*,*,*
2011,16073,16,1,-2,3.4468546,*,*,*,*,*
2011,16031,16,1,-2,3.4468546,*,*,*,*,*
2011,16083,16,1,-2,3.4468546,*,*,*,*,*
2011,16083,16,1,-2,3.4468546,*,*,*,*,*
2011,16063,16,1,-2,3.4468546,*,*,*,*,*
2011,16053,16,1,-2,3.4468546,*,*,*,*,*
2011,16053,16,1,-2,3.4468546,*,*,*,*,*
2011,16083,16,1,-2,3.4468546,*,*,*,*,*
2011,16063,16,1,-2,3.4468546,*,*,*,*,*
2011,16067,16,1,-2,3.4468546,*,*,*,*,*
2011,16047,16,1,-2,3.4468546,*,*,*,*,*
2011,16011,16,1,-2,3.4468546,*,*,*,*,*
2011,16019,16,0,-2,3.4468546,*,*,*,*,*
2011,16051,16,1,-2,3.4468546,*,*,*,*,*
2011,16051,16,1,-2,3.4468546,*,*,*,*,*
2011,17015,17,1,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17015,17,1,-6,3.3820968,*,*,*,*,*
2011,17085,17,1,-6,3.3820968,*,*,*,*,*
2011,17131,17,1,-6,3.3820968,*,*,*,*,*
2011,17085,17,1,-6,3.3820968,*,*,*,*,*
2011,17015,17,1,-6,3.3820968,*,*,*,*,*
2011,17131,17,1,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17131,17,1,-6,3.3820968,*,*,*,*,*
2011,17015,17,1,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17085,17,1,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17201,17,0,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17201,17,0,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17103,17,0,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17085,17,1,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17177,17,1,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17103,17,0,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17015,17,1,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17131,17,1,-6,3.3820968,*,*,*,*,*
2011,17103,17,0,-6,3.3820968,*,*,*,*,*
2011,17103,17,0,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17011,17,0,-6,3.3820968,*,*,*,*,*
2011,17177,17,1,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17141,17,0,-6,3.3820968,*,*,*,*,*
2011,17177,17,1,-6,3.3820968,*,*,*,*,*
2011,17085,17,1,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17073,17,1,-6,3.3820968,*,*,*,*,*
2011,17195,17,0,-6,3.3820968,*,*,*,*,*
2011,17103,17,0,-6,3.3820968,*,*,*,*,*
2011,17063,17,0,-6,3.3820968,*,*,*,*,*
2011,17197,17,0,-6,3.3820968,*,*,*,*,*
2011,17037,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17063,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17007,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17197,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17111,17,0,-6,3.3820968,*,*,*,*,*
2011,17089,17,0,-6,3.3820968,*,*,*,*,*
2011,17111,17,0,-6,3.3820968,*,*,*,*,*
2011,17037,17,0,-6,3.3820968,*,*,*,*,*
2011,17197,17,0,-6,3.3820968,*,*,*,*,*
2011,17037,17,0,-6,3.3820968,*,*,*,*,*
2011,17007,17,0,-6,3.3820968,*,*,*,*,*
2011,17089,17,0,-6,3.3820968,*,*,*,*,*
2011,17197,17,0,-6,3.3820968,*,*,*,*,*
2011,17111,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17111,17,0,-6,3.3820968,*,*,*,*,*
2011,17063,17,0,-6,3.3820968,*,*,*,*,*
2011,17037,17,0,-6,3.3820968,*,*,*,*,*
2011,17037,17,0,-6,3.3820968,*,*,*,*,*
2011,17037,17,0,-6,3.3820968,*,*,*,*,*
2011,17099,17,0,-6,3.3820968,*,*,*,*,*
2011,17037,17,0,-6,3.3820968,*,*,*,*,*
2011,17197,17,0,-6,3.3820968,*,*,*,*,*
2011,17111,17,0,-6,3.3820968,*,*,*,*,*
2011,17197,17,0,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17109,17,0,-6,3.3820968,*,*,*,*,*
2011,17109,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17095,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17095,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17009,17,1,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17057,17,0,-6,3.3820968,*,*,*,*,*
2011,17095,17,0,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17095,17,0,-6,3.3820968,*,*,*,*,*
2011,17057,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17109,17,0,-6,3.3820968,*,*,*,*,*
2011,17187,17,0,-6,3.3820968,*,*,*,*,*
2011,17057,17,0,-6,3.3820968,*,*,*,*,*
2011,17169,17,0,-6,3.3820968,*,*,*,*,*
2011,17169,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17057,17,0,-6,3.3820968,*,*,*,*,*
2011,17095,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17109,17,0,-6,3.3820968,*,*,*,*,*
2011,17067,17,0,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17001,17,1,-6,3.3820968,*,*,*,*,*
2011,17129,17,0,-6,3.3820968,*,*,*,*,*
2011,17115,17,0,-6,3.3820968,*,*,*,*,*
2011,17123,17,0,-6,3.3820968,*,*,*,*,*
2011,17143,17,0,-6,3.3820968,*,*,*,*,*
2011,17123,17,0,-6,3.3820968,*,*,*,*,*
2011,17179,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17203,17,0,-6,3.3820968,*,*,*,*,*
2011,17115,17,0,-6,3.3820968,*,*,*,*,*
2011,17203,17,0,-6,3.3820968,*,*,*,*,*
2011,17039,17,0,-6,3.3820968,*,*,*,*,*
2011,17179,17,0,-6,3.3820968,*,*,*,*,*
2011,17203,17,0,-6,3.3820968,*,*,*,*,*
2011,17143,17,0,-6,3.3820968,*,*,*,*,*
2011,17115,17,0,-6,3.3820968,*,*,*,*,*
2011,17179,17,0,-6,3.3820968,*,*,*,*,*
2011,17203,17,0,-6,3.3820968,*,*,*,*,*
2011,17143,17,0,-6,3.3820968,*,*,*,*,*
2011,17179,17,0,-6,3.3820968,*,*,*,*,*
2011,17107,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17203,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17175,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17143,17,0,-6,3.3820968,*,*,*,*,*
2011,17179,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17175,17,0,-6,3.3820968,*,*,*,*,*
2011,17143,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17179,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17107,17,0,-6,3.3820968,*,*,*,*,*
2011,17143,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17107,17,0,-6,3.3820968,*,*,*,*,*
2011,17123,17,0,-6,3.3820968,*,*,*,*,*
2011,17203,17,0,-6,3.3820968,*,*,*,*,*
2011,17039,17,0,-6,3.3820968,*,*,*,*,*
2011,17123,17,0,-6,3.3820968,*,*,*,*,*
2011,17125,17,0,-6,3.3820968,*,*,*,*,*
2011,17115,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
2011,17179,17,0,-6,3.3820968,*,*,*,*,*
2011,17113,17,0,-6,3.3820968,*,*,*,*,*
